Release_Date,Title,Popularity,Vote_Count,Vote_Average,Original_Language,Genre
25-03-2011,Diary of a Wimpy Kid: Rodrick Rules,35.40,850.00,6.60,en,"Family, Comedy"
01-11-2013,Euphoria,35.40,1.00,2.00,en,Drama
12-08-2014,TEKKEN: Kazuya's Revenge,35.38,66.00,4.10,en,Action
21-03-1997,Selena,35.37,985.00,7.80,en,"Music, Drama, History"
09-11-2017,Paddington 2,35.34,1664.00,7.50,en,"Adventure, Comedy, Family"
11-10-2018,First Man,35.34,4395.00,7.00,en,"History, Drama"
14-02-2008,Step Up 2: The Streets,35.33,1942.00,6.70,en,"Music, Drama, Romance"
02-10-2002,The Transporter,35.33,4243.00,6.70,en,"Action, Crime, Thriller"
13-04-2004,13 Going on 30,35.31,4165.00,6.70,en,"Comedy, Fantasy, Romance"
29-06-2005,Fantastic Four,35.31,7911.00,5.80,en,"Action, Adventure, Fantasy, Science Fiction"
29-10-2020,A Gruta,35.28,65.00,6.40,pt,Horror
01-07-1994,Baby's Day Out,35.28,996.00,6.20,en,"Family, Comedy, Adventure, Crime"
21-11-1991,An American Tail: Fievel Goes West,35.27,588.00,6.30,en,"Adventure, Animation, Family, Western"
13-08-1982,Friday the 13th Part III,35.26,989.00,5.80,en,Horror
01-11-2015,The Peanuts Movie,35.25,1303.00,6.80,en,"Adventure, Comedy, Animation, Family"
23-06-2006,Click,35.25,5745.00,6.20,en,"Comedy, Drama, Fantasy"
27-07-2018,Teen Titans Go! To the Movies,35.24,914.00,7.40,en,"Animation, Action, Comedy, Science Fiction"
01-06-2017,Captain Underpants: The First Epic Movie,35.24,947.00,6.20,en,"Family, Action, Animation, Comedy"
21-04-2017,Sand Castle,35.24,610.00,6.50,en,"War, Action, Drama"
31-03-2022,The Northman,35.24,0.00,0.00,en,"Action, Adventure, Drama"
13-11-2018,Instant Family,35.21,2221.00,7.60,en,"Comedy, Drama"
04-06-2010,Killers,35.20,1852.00,5.90,en,"Action, Comedy, Thriller, Romance"
13-11-1992,Bram Stoker's Dracula,35.20,3899.00,7.40,en,"Romance, Horror"
22-03-2007,The Hills Have Eyes 2,35.18,1095.00,5.50,en,"Horror, Thriller"
07-02-2018,Peter Rabbit,35.17,1402.00,6.70,en,"Animation, Adventure, Family"
06-09-1978,Dr. Strange,35.16,64.00,6.40,en,"TV Movie, Action, Adventure, Fantasy, Science Fiction"
20-12-2019,Togo,35.16,1422.00,8.20,en,"Adventure, Family"
04-06-1998,The Truman Show,35.13,14393.00,8.10,en,"Comedy, Drama"
18-11-2016,The Edge of Seventeen,35.13,3435.00,7.20,en,"Comedy, Drama"
12-08-2021,Lamb,35.12,292.00,6.50,is,"Drama, Mystery, Fantasy, Horror"
22-01-2009,Underworld: Rise of the Lycans,35.09,2979.00,6.50,en,"Fantasy, Action, Thriller"
22-09-2017,Only the Brave,35.08,1170.00,7.40,en,"Drama, Action, History"
26-02-2020,The Invisible Man,35.07,4420.00,7.20,en,"Thriller, Science Fiction, Horror"
22-06-1990,RoboCop 2,35.06,1379.00,5.90,en,"Action, Adventure, Crime, Science Fiction, Thriller"
03-05-2006,Mission: Impossible III,35.06,5262.00,6.70,en,"Adventure, Action, Thriller"
23-10-2014,Stonehearst Asylum,35.05,1121.00,6.80,en,Thriller
26-07-2012,Step Up Revolution,35.04,1793.00,6.90,en,"Music, Drama, Romance"
25-06-1982,The Thing,35.04,5158.00,8.00,en,"Horror, Mystery, Science Fiction"
17-05-2006,Over the Hedge,35.03,3617.00,6.50,en,"Family, Comedy, Animation"
04-02-2016,Robinson Crusoe,35.02,262.00,5.80,de,"Animation, Adventure, Comedy, Family"
22-09-2016,USS Indianapolis: Men of Courage,35.02,505.00,5.90,en,"Action, War"
17-09-1999,Blue Streak,35.01,1145.00,6.40,en,"Action, Comedy, Crime"
20-04-2007,Vacancy,35.00,1074.00,6.20,en,"Horror, Thriller"
15-07-2008,Batman Unmasked: The Psychology of the Dark Knight,35.00,37.00,7.50,en,Documentary
27-04-2005,xXx: State of the Union,35.00,1481.00,5.00,en,"Action, Adventure, Crime, Mystery, Thriller"
13-10-2017,Professor Marston and the Wonder Women,34.95,689.00,7.30,en,"Drama, Romance"
14-01-2005,Coach Carter,34.93,2081.00,7.50,en,"Drama, History"
08-09-2017,Lady Bird,34.93,6902.00,7.30,en,"Drama, Comedy"
28-08-2015,The Wave,34.93,1024.00,6.70,no,Thriller
27-04-2019,The Big Trip,34.92,48.00,7.10,ru,"Animation, Comedy, Adventure, Family"
21-02-2013,Dark Skies,34.92,1449.00,6.30,en,"Science Fiction, Thriller, Horror"
21-12-2010,Little Fockers,34.92,2702.00,5.60,en,"Comedy, Romance"
11-01-2018,The Commuter,34.86,3700.00,6.30,en,"Action, Thriller, Mystery"
24-10-2011,The Adventures of Tintin,34.86,4487.00,6.90,en,"Adventure, Animation, Mystery"
16-11-1995,GoldenEye,34.85,3043.00,6.90,en,"Adventure, Action, Thriller"
30-07-2010,Charlie St. Cloud,34.85,1911.00,7.00,en,"Romance, Drama"
19-07-1995,Clueless,34.83,3399.00,7.30,en,"Comedy, Romance"
14-06-2002,The Bourne Identity,34.83,7619.00,7.40,en,"Action, Drama, Mystery, Thriller"
26-08-1971,Die goldene Banane von Bad Porno,34.81,6.00,5.20,de,Comedy
22-10-2006,Flushed Away,34.79,3027.00,6.20,en,"Adventure, Animation, Comedy, Family"
26-11-2014,Horrible Bosses 2,34.78,3518.00,6.20,en,Comedy
06-11-2009,The Fourth Kind,34.77,1266.00,6.20,en,"Mystery, Science Fiction, Thriller"
23-07-2021,The Last Letter From Your Lover,34.76,387.00,7.50,en,"Drama, Romance"
11-03-2020,The Hunt,34.75,2203.00,6.60,en,"Action, Thriller, Horror"
23-07-2021,The Cover,34.74,34.00,6.70,es,"Comedy, Romance, Music"
16-09-2005,Scars,34.74,74.00,7.20,es,Drama
11-11-1994,Interview with the Vampire,34.74,4554.00,7.40,en,"Horror, Drama, Fantasy"
09-03-2012,The Raven,34.72,1054.00,6.30,en,"Crime, Thriller, Mystery"
31-03-2019,Batman vs. Teenage Mutant Ninja Turtles,34.72,331.00,7.20,en,"Animation, Action, Family"
11-09-2015,90 Minutes in Heaven,34.71,118.00,6.10,en,Drama
11-01-2022,Run and Gun,34.70,2.00,6.30,en,"Action, Thriller"
05-02-2002,The Hunchback of Notre Dame II,34.70,636.00,5.30,en,"Animation, Family, Comedy"
10-07-2004,A Cinderella Story,34.68,2685.00,6.50,en,Comedy
10-04-1991,Hook,34.67,4359.00,6.80,en,"Adventure, Fantasy, Comedy, Family"
28-08-2009,Wizards of Waverly Place: The Movie,34.65,1228.00,6.60,en,"Family, TV Movie, Adventure, Comedy, Drama, Fantasy"
10-04-1957,12 Angry Men,34.64,6227.00,8.50,en,Drama
11-12-2008,Inkheart,34.64,1761.00,6.30,en,"Adventure, Family, Fantasy"
08-03-2022,The Girl on the Mountain,34.64,1.00,6.00,en,"Thriller, Drama"
12-09-2008,Eden Lake,34.63,1285.00,6.80,en,"Horror, Thriller"
28-07-2009,Green Lantern: First Flight,34.63,324.00,7.00,en,"Action, Adventure, Animation, Fantasy, Science Fiction"
07-02-2013,Identity Thief,34.62,2891.00,5.80,en,"Comedy, Crime"
12-07-1990,Ghost,34.60,4498.00,7.20,en,"Fantasy, Drama, Thriller, Mystery, Romance"
10-09-2020,Run Hide Fight,34.60,218.00,6.60,en,"Action, Crime, Thriller"
26-04-2007,28 Weeks Later,34.59,3332.00,6.60,en,"Horror, Thriller, Science Fiction"
19-10-2006,The Prestige,34.58,12790.00,8.20,en,"Drama, Mystery, Science Fiction"
22-03-2018,Midnight Sun,34.57,2932.00,7.80,en,"Romance, Drama"
09-06-2000,Gone in Sixty Seconds,34.55,3487.00,6.40,en,"Action, Crime, Thriller"
10-11-2016,Fallen,34.55,1422.00,6.10,en,"Drama, Fantasy, Romance"
01-12-2017,The Shape of Water,34.54,10469.00,7.20,en,"Drama, Fantasy, Romance"
11-02-2008,Ben 10: Race Against Time,34.52,234.00,5.80,en,"Action, Family, Science Fiction"
09-11-2017,Daddy's Home 2,34.52,2028.00,6.30,en,Comedy
22-05-2014,The Babadook,34.51,5009.00,6.50,en,"Drama, Horror"
02-11-2001,The One,34.50,1209.00,6.10,en,"Action, Science Fiction, Thriller"
29-11-2018,The Possession of Hannah Grace,34.49,1026.00,5.60,en,"Horror, Drama"
16-04-2015,The Age of Adaline,34.46,5406.00,7.50,en,"Romance, Fantasy, Drama"
01-09-2020,The Haunting of Margam Castle,34.46,38.00,5.80,en,Horror
11-12-1965,Thunderball,34.45,1673.00,6.60,en,"Adventure, Action, Thriller"
03-08-2017,Wind River,34.44,4056.00,7.40,en,"Crime, Drama, Mystery, Thriller"
12-04-2019,The Perfect Date,34.44,2882.00,6.50,en,"Romance, Comedy"
07-03-1986,Highlander,34.43,1960.00,6.90,en,"Adventure, Action, Fantasy"
16-12-1994,Dumb and Dumber,34.42,4949.00,6.60,en,Comedy
27-04-2017,B?hubali 2: The Conclusion,34.41,509.00,7.30,te,"Action, Adventure, Drama, Fantasy"
21-08-1987,Dirty Dancing,34.40,5024.00,7.40,en,"Drama, Music, Romance"
24-04-2020,Be Careful What You Wish For,34.40,94.00,6.60,es,Horror
09-10-2020,Dogwashers,34.40,30.00,6.50,es,"Comedy, Drama, Crime"
19-06-2019,Anna,34.40,2039.00,6.70,fr,"Thriller, Action"
27-10-2017,Mazinger Z: Infinity,34.38,242.00,6.70,ja,"Action, Science Fiction, Animation"
13-09-2011,Never Back Down 2: The Beatdown,34.36,515.00,6.40,en,"Drama, Action"
19-12-2014,Annie,34.35,1105.00,6.20,en,"Comedy, Drama, Family"
18-05-2017,"Everything, Everything",34.35,3409.00,7.30,en,"Drama, Romance"
04-05-2016,Neighbors 2: Sorority Rising,34.34,3829.00,5.80,en,Comedy
12-03-1988,Saint Seiya: The Heated Battle of the Gods,34.33,120.00,7.50,ja,"Action, Animation, Fantasy"
10-08-2018,Slender Man,34.32,1596.00,4.40,en,"Horror, Mystery, Thriller"
12-05-2017,The Wall,34.31,681.00,6.30,en,"War, Thriller, Drama"
07-05-2021,Mainstream,34.31,83.00,6.40,en,"Comedy, Drama"
13-05-2016,Last Days in the Desert,34.30,126.00,5.60,en,"Adventure, Drama, History"
29-09-2017,A Question of Faith,34.27,67.00,7.50,en,Drama
12-10-2018,Look Away,34.27,630.00,6.60,en,"Horror, Thriller, Fantasy"
13-12-2018,Mary Poppins Returns,34.26,2809.00,6.50,en,"Fantasy, Family, Comedy"
05-11-2015,The Escort,34.24,329.00,6.00,en,"Drama, Comedy, Romance"
12-09-2015,Hardcore Henry,34.23,1881.00,6.30,en,"Action, Adventure, Science Fiction"
23-08-1991,Showdown in Little Tokyo,34.22,333.00,6.30,en,Action
27-04-2013,Welcome to the Jungle,34.20,329.00,5.10,en,Comedy
14-10-2016,Max Steel,34.18,615.00,5.60,en,"Action, Adventure, Science Fiction"
23-09-1993,Dragon Ball Z Side Story: Plan to Eradicate the Saiyans,34.17,29.00,6.30,ja,"Action, Adventure, Animation"
18-06-1993,Last Action Hero,34.17,2014.00,6.40,en,"Adventure, Fantasy, Action, Comedy, Family"
13-06-1967,You Only Live Twice,34.17,1577.00,6.50,en,"Action, Thriller, Adventure"
25-02-2021,Locked Down,34.15,152.00,5.40,en,"Comedy, Crime, Drama"
06-11-2015,Cosmic Scrat-tastrophe,34.14,96.00,6.70,en,"Science Fiction, Comedy, Animation, Family, Adventure"
11-08-2001,X-Men: The Mutant Watch,34.13,166.00,7.20,en,Documentary
19-07-2002,The Cat Returns,34.12,1400.00,7.20,ja,"Adventure, Fantasy, Animation, Drama, Family"
11-07-2003,The League of Extraordinary Gentlemen,34.12,3279.00,5.90,en,"Fantasy, Action, Thriller, Science Fiction"
04-12-2020,Nomadland,34.11,2110.00,7.30,en,Drama
11-11-2010,Dragon Ball: Plan to Eradicate the Super Saiyans,34.10,234.00,7.10,ja,"Action, Animation, Adventure"
07-02-2009,Gifted Hands: The Ben Carson Story,34.10,391.00,7.80,en,Drama
18-04-2002,The Scorpion King,34.09,2529.00,5.60,en,"Action, Adventure, Fantasy"
29-01-2013,Madly Madagascar,34.09,167.00,6.50,en,"Animation, Comedy, Family"
23-08-2019,Burn,34.08,168.00,6.10,en,Thriller
22-07-2004,Catwoman,34.05,2712.00,4.60,en,"Action, Fantasy, Mystery, Crime"
21-05-2008,Indiana Jones and the Kingdom of the Crystal Skull,34.05,6590.00,6.00,en,"Adventure, Action"
20-05-2007,The Orphanage,34.04,2290.00,7.20,es,"Horror, Drama, Thriller"
08-07-2016,Big Fish & Begonia,34.03,330.00,7.50,zh,"Animation, Adventure, Fantasy"
12-12-2003,Love Don't Co$t a Thing,34.03,283.00,7.00,en,"Comedy, Drama, Family, Romance"
13-08-2015,The Man from U.N.C.L.E.,34.03,5194.00,7.10,en,"Comedy, Action, Adventure"
22-11-1989,Back to the Future Part II,34.02,10443.00,7.70,en,"Adventure, Comedy, Family, Science Fiction"
23-07-2004,The Bourne Supremacy,34.02,6180.00,7.30,en,"Action, Drama, Thriller"
16-06-2017,Kidnap,34.02,1094.00,6.20,en,"Drama, Thriller"
09-08-2002,xXx,33.99,3427.00,5.90,en,"Action, Adventure, Thriller"
15-12-2020,Heks,33.98,26.00,6.30,en,"Horror, Drama"
21-12-1968,Once Upon a Time in the West,33.98,3296.00,8.30,it,"Drama, Western"
09-05-2019,Brightburn,33.95,2336.00,6.10,en,"Horror, Thriller, Science Fiction"
01-09-2001,Cowboy Bebop: The Movie,33.89,591.00,7.70,ja,"Action, Animation, Science Fiction"
27-07-2022,DC League of Super-Pets,33.89,0.00,0.00,en,"Action, Animation, Comedy, Family"
12-06-1963,Cleopatra,33.81,507.00,7.10,en,"Drama, History, Romance"
15-02-2017,A Cure for Wellness,33.81,3191.00,6.30,en,"Horror, Mystery, Science Fiction, Thriller"
18-12-2015,Mojin: The Lost Legend,33.81,165.00,6.20,zh,"Action, Adventure, Fantasy"
16-12-2021,South Park: Post COVID: The Return of COVID,33.80,145.00,7.50,en,"Animation, Comedy, TV Movie"
25-10-2020,Originless,33.79,45.00,5.60,es,"Thriller, Horror"
26-10-2017,Monster Family,33.77,255.00,5.90,en,"Animation, Family, Fantasy, Comedy"
21-04-2021,Don't Kill Me,33.75,65.00,4.00,it,"Horror, Romance, Drama"
01-10-2018,Reaching Distance,33.75,4.00,5.90,en,"Drama, Mystery, Thriller"
17-02-2006,Date Movie,33.74,756.00,4.20,en,"Comedy, Romance"
23-01-2020,The Last Full Measure,33.71,324.00,7.60,en,"War, Drama"
04-07-1992,Police Story 3: Super Cop,33.68,327.00,6.70,cn,"Action, Crime, Thriller"
19-12-2019,Pinocchio,33.67,1234.00,6.60,it,"Fantasy, Adventure, Drama"
16-02-2018,Z-O-M-B-I-E-S,33.67,493.00,7.40,en,"Comedy, Romance, TV Movie, Fantasy, Music"
23-07-2021,Kingdom: Ashin of the North,33.65,355.00,7.60,ko,"Drama, Fantasy, Thriller"
18-12-2013,The Secret Life of Walter Mitty,33.64,6422.00,7.10,en,"Adventure, Comedy, Drama, Fantasy"
18-06-1986,The Karate Kid Part II,33.63,1642.00,6.20,en,"Adventure, Drama, Action, Romance, Family"
23-04-2016,I've Always Liked You,33.63,117.00,7.60,ja,"Animation, Drama, Romance"
23-11-2016,Moana,33.62,10263.00,7.60,en,"Adventure, Comedy, Family, Animation"
02-12-2021,Last Looks,33.58,114.00,6.30,en,"Action, Crime, Thriller, Mystery"
09-10-2013,Escape Plan,33.58,4233.00,6.70,en,"Action, Thriller"
28-09-2019,Marriage Story,33.58,5551.00,7.80,en,Drama
20-09-2012,The Perks of Being a Wallflower,33.58,8787.00,7.80,en,Drama
06-03-2004,One Piece: Curse of the Sacred Sword,33.58,141.00,7.00,ja,"Animation, Adventure, Action"
04-02-2016,Pride and Prejudice and Zombies,33.57,1840.00,6.10,en,"Romance, Horror, Comedy, Thriller"
03-09-2016,Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari,33.57,8.00,6.80,ja,Animation
10-04-2013,Oblivion,33.56,9117.00,6.60,en,"Action, Science Fiction, Adventure, Mystery"
13-04-2013,HK: Forbidden Super Hero,33.55,128.00,6.30,ja,"Action, Comedy"
01-01-2019,Nothing to Lose - Part 2,33.55,14.00,5.30,pt,Drama
20-03-2009,"I Love You, Man",33.55,1298.00,6.50,en,"Comedy, Romance"
24-06-2020,Bulbbul,33.55,76.00,6.70,hi,"Horror, Fantasy"
15-09-2021,Schumacher,33.54,245.00,7.40,en,Documentary
23-10-2018,The Scorpion King: Book of Souls,33.53,198.00,5.90,en,"Action, Adventure, Fantasy"
12-11-2016,Museum,33.53,54.00,6.60,ja,"Drama, Thriller"
03-12-2010,Black Swan,33.50,12075.00,7.60,en,"Drama, Thriller, Horror"
05-08-2008,Star Wars: The Clone Wars,33.50,1532.00,6.10,en,"Animation, Action, Science Fiction, Adventure"
13-06-2005,Tarzan II,33.49,912.00,6.10,en,"Adventure, Animation, Family"
05-12-2013,Love Lesson,33.46,17.00,6.20,ko,"Romance, Drama, Comedy"
05-08-2014,Mercenaries,33.46,98.00,5.40,en,Action
23-10-2020,All My Life,33.46,323.00,8.10,en,"Romance, Drama"
11-09-2020,The Devil All the Time,33.45,2437.00,7.30,en,"Crime, Drama, Thriller"
23-08-2018,A-X-L,33.44,988.00,6.30,en,"Science Fiction, Action, Adventure, Family"
05-02-2012,The Vow,33.43,3438.00,7.20,en,"Drama, Romance"
29-06-1988,Coming to America,33.43,3429.00,6.80,en,"Comedy, Romance"
02-04-1982,Conan the Barbarian,33.42,1867.00,6.80,en,"Adventure, Fantasy, Action"
13-10-2016,The Accountant,33.41,4943.00,7.00,en,"Crime, Thriller, Drama"
21-05-2012,After Porn Ends,33.40,202.00,5.70,en,Documentary
26-09-1997,The Peacemaker,33.40,738.00,6.00,en,"Action, Thriller"
08-07-2011,Horrible Bosses,33.39,5357.00,6.60,en,"Comedy, Crime"
25-11-2018,Mowgli: Legend of the Jungle,33.38,2158.00,6.50,en,"Adventure, Drama"
22-11-2000,Unbreakable,33.38,7663.00,7.10,en,"Thriller, Drama, Mystery"
26-11-2014,The Theory of Everything,33.37,9182.00,7.90,en,"Drama, Romance"
27-09-2014,My Little Pony: Equestria Girls - Rainbow Rocks,33.36,118.00,8.00,en,"Family, Animation, Music"
18-02-2001,Lady and the Tramp II: Scamp's Adventure,33.33,1038.00,6.40,en,"Family, Animation, Romance, Adventure"
10-02-2006,Curious George,33.32,400.00,6.30,en,"Adventure, Animation, Comedy, Family"
07-03-2012,A Thousand Words,33.30,1096.00,6.10,en,"Drama, Comedy"
30-11-2004,Spider-Man 2: Making the Amazing,33.30,49.00,7.00,en,"Action, Adventure, Science Fiction, Documentary"
02-10-2019,Crazy Romance,33.29,23.00,7.20,ko,"Romance, Comedy"
19-06-2017,You Get Me,33.29,1550.00,5.60,en,"Thriller, Romance, Drama"
03-04-2013,App,33.29,57.00,5.10,nl,Thriller
01-01-2016,Sherlock: The Abominable Bride,33.28,1974.00,7.90,en,"Crime, Drama, Mystery, TV Movie"
22-10-2013,Jackass Presents: Bad Grandpa,33.28,1287.00,6.10,en,Comedy
20-05-2017,Blame!,33.28,221.00,6.40,ja,"Action, Drama, Science Fiction, Animation"
26-02-2008,Justice League: The New Frontier,33.28,394.00,6.90,en,"Action, Adventure, Animation, Science Fiction, Family"
19-06-1963,Jason and the Argonauts,33.27,430.00,7.10,en,"Adventure, Family, Fantasy"
31-08-2010,The American,33.25,1060.00,5.90,en,"Crime, Drama, Thriller"
15-09-2009,[REC]²,33.23,1532.00,6.60,es,"Thriller, Horror"
16-07-2015,Monster Hunt,33.20,255.00,6.40,zh,"Comedy, Fantasy, Adventure"
28-08-2008,College,33.20,117.00,4.60,en,Comedy
14-09-2010,Scooby-Doo! Camp Scare,33.19,203.00,8.00,en,"Animation, Comedy, Family, Mystery"
14-03-2018,Ghostland,33.19,1816.00,7.40,en,"Horror, Mystery, Thriller"
07-11-2008,Private Valentine: Blonde & Dangerous,33.17,212.00,6.20,en,Comedy
15-07-2021,A Perfect Fit,33.17,53.00,7.30,id,"Romance, Comedy, Drama"
08-08-2013,Lovelace,33.16,544.00,6.00,en,Drama
13-12-2014,Blue Spring Ride,33.16,47.00,6.70,ja,"Romance, Drama"
21-06-1962,Lolita,33.16,1539.00,7.40,en,"Crime, Drama, Romance"
31-03-2012,Blood Money,33.15,7.00,6.10,hi,"Drama, Action, Thriller"
05-03-2011,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,33.13,34.00,7.80,ja,"Animation, Adventure, Family"
31-08-2015,Curve,33.13,310.00,5.80,en,"Horror, Thriller"
12-03-2021,Sweat,33.12,28.00,6.80,pl,"Drama, Thriller"
02-03-2011,One Day,33.11,3436.00,7.40,en,"Drama, Romance"
02-02-2010,Planet Hulk,33.10,362.00,7.00,en,"Science Fiction, Animation, Action"
08-12-2011,New Year's Eve,33.08,1836.00,5.90,en,"Comedy, Romance"
26-01-2018,Forever My Girl,33.07,949.00,7.60,en,"Romance, Drama, Music"
01-12-2017,"Three Billboards Outside Ebbing, Missouri",33.06,8367.00,8.10,en,"Crime, Drama"
30-09-2016,Operation Mekong,33.06,172.00,7.00,zh,"Action, Adventure, Crime, War"
07-08-2013,Teen Beach Movie,33.05,758.00,6.90,en,"Family, Music, TV Movie, Comedy"
04-09-2015,Huevos: Little Rooster's Egg-Cellent Adventure,33.03,177.00,7.00,es,"Animation, Family"
10-01-2010,The Simpsons 20th Anniversary Special - In 3D! On Ice!,33.01,15.00,6.70,en,Documentary
29-03-1991,Career Opportunities,33.00,382.00,6.70,en,"Romance, Comedy, Drama"
07-08-2013,We're the Millers,33.00,7389.00,6.80,en,"Comedy, Crime"
10-07-1998,Lethal Weapon 4,33.00,2041.00,6.60,en,"Action, Adventure, Comedy, Crime, Thriller"
18-07-1994,The Next Karate Kid,32.98,766.00,5.30,en,"Action, Drama, Family, Adventure"
02-07-2021,Till Death,32.97,340.00,6.60,en,"Horror, Thriller"
18-10-2014,Big Driver,32.97,160.00,5.70,en,"Crime, Mystery, Thriller"
08-09-2013,The Green Inferno,32.94,1078.00,5.60,en,"Action, Horror, Thriller"
13-10-1960,Spartacus,32.93,1623.00,7.60,en,"History, War, Drama, Adventure"
04-03-2017,Doraemon: Nobita's Great Adventure in the Antarctic Kachi Kochi,32.93,38.00,7.50,ja,"Animation, Adventure, Fantasy, Family"
28-01-2000,Cheeky,32.90,166.00,5.50,it,"Comedy, Drama, Romance"
03-03-2012,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,32.88,41.00,6.90,ja,"Family, Animation, Adventure"
30-05-2003,The Italian Job,32.87,4475.00,6.70,en,"Action, Crime"
18-08-2017,American Made,32.86,3546.00,6.80,en,"Action, Crime, Comedy"
05-07-2021,Shark Beach With Chris Hemsworth,32.86,4.00,6.40,en,Documentary
20-12-2017,Pitch Perfect 3,32.86,2866.00,6.60,en,"Comedy, Music"
19-10-2017,The Last Warrior,32.84,112.00,7.10,ru,"Fantasy, Family, Adventure, Action, Comedy"
09-02-2010,Dante's Inferno: An Animated Epic,32.84,381.00,6.90,en,"Action, Adventure, Animation, Horror"
12-10-2011,The Thing,32.84,2251.00,6.20,en,"Horror, Science Fiction, Mystery, Thriller"
25-07-2021,The Father Who Moves Mountains,32.83,59.00,6.00,ro,"Drama, Thriller"
05-10-2017,My Little Pony: The Movie,32.81,294.00,7.20,en,"Family, Animation, Music, Adventure, Fantasy"
11-05-1994,The Crow,32.81,3027.00,7.50,en,"Fantasy, Action, Thriller"
13-11-2014,Clown,32.81,1070.00,5.60,en,Horror
02-10-1998,Antz,32.80,3729.00,6.10,en,"Adventure, Animation, Comedy, Family"
06-08-1999,The Sixth Sense,32.80,9349.00,7.90,en,"Mystery, Thriller, Drama"
18-06-2020,You Should Have Left,32.76,446.00,5.90,en,Horror
28-06-2000,The Patriot,32.76,3075.00,7.10,en,"Drama, History, War, Action"
01-08-2018,Along with the Gods: The Last 49 Days,32.75,291.00,8.30,ko,"Drama, Fantasy, Action"
